id,grade,date,teacher_id,student_id,lesson
126,3,2022/03/11,3,359,n/a
127,8,2022/01/23,87,179,Consumer Non-Durables
128,1,2022/01/10,43,464,Finance
129,10,2022/04/11,114,708,Consumer Services
130,1,2022/02/13,125,90,n/a
131,1,2022/04/05,58,663,n/a
132,7,2022/07/04,11,444,Technology
133,3,2021/12/20,109,213,Health Care
134,1,2022/01/16,4,893,Consumer Non-Durables
135,2,2022/04/23,123,599,Capital Goods
136,2,2021/11/11,67,489,Health Care
137,5,2022/06/09,56,485,Health Care
138,1,2022/09/05,68,604,n/a
139,2,2022/08/17,118,595,Public Utilities
140,7,2022/03/08,38,10,Basic Industries
141,5,2022/01/14,124,251,n/a
142,4,2022/08/13,50,417,Health Care
143,2,2022/09/13,114,633,Energy
144,6,2022/08/10,34,385,n/a
145,10,2022/10/05,83,170,Capital Goods
146,6,2022/08/04,90,48,Technology
147,3,2022/10/15,46,991,Consumer Services
148,4,2022/08/16,31,933,n/a
149,1,2022/06/16,143,959,n/a
150,6,2022/03/20,89,836,Technology
151,9,2022/05/07,98,786,Technology
152,9,2022/04/27,48,746,Consumer Durables
153,9,2022/05/04,51,498,Capital Goods
154,6,2022/01/20,43,157,Finance
155,5,2022/01/07,84,241,n/a
156,1,2022/06/02,91,648,Consumer Non-Durables
157,3,2022/01/22,93,707,n/a
158,10,2022/06/20,11,580,n/a
159,1,2022/06/05,13,618,Finance
160,2,2021/12/09,70,358,n/a
161,4,2022/08/14,10,749,n/a
162,5,2022/09/06,97,132,n/a
163,1,2021/12/05,29,579,Basic Industries
164,8,2021/12/02,142,706,n/a
165,8,2021/12/10,28,335,Miscellaneous
166,1,2022/09/01,112,229,n/a
167,8,2022/03/01,77,969,Consumer Non-Durables
168,9,2022/07/04,90,558,Capital Goods
169,9,2022/04/03,80,35,n/a
170,4,2022/02/01,89,7,n/a
171,10,2022/08/08,147,295,n/a
172,1,2022/05/13,13,651,Consumer Services
173,6,2022/07/14,30,387,Consumer Services
174,4,2022/10/08,19,561,Consumer Services
175,8,2022/03/14,52,487,Technology
176,3,2022/06/14,3,401,n/a
177,6,2021/11/10,8,856,Finance
178,6,2021/10/18,1,586,Finance
179,3,2021/10/18,53,135,n/a
180,1,2022/09/23,35,986,Basic Industries
181,8,2022/07/13,40,305,n/a
182,7,2021/11/21,115,301,Miscellaneous
183,1,2022/03/05,117,460,Finance
184,6,2022/09/16,51,591,Technology
185,6,2022/02/18,134,273,Public Utilities
186,3,2022/06/12,140,167,Health Care
187,9,2022/02/10,35,796,Consumer Services
188,7,2022/07/27,58,398,n/a
189,4,2021/10/28,39,426,n/a
190,8,2021/12/24,39,132,Consumer Durables
191,7,2022/06/10,40,35,Consumer Services
192,3,2022/05/03,53,866,Public Utilities
193,9,2022/08/27,129,246,Health Care
194,2,2022/05/05,6,818,n/a
195,4,2021/11/07,1,545,Basic Industries
196,8,2022/06/04,47,893,Basic Industries
197,5,2022/05/05,14,959,Consumer Services
198,9,2021/10/28,46,405,Consumer Durables
199,5,2022/02/13,43,323,Consumer Services
200,2,2022/07/15,75,868,n/a
201,4,2021/11/10,100,67,Finance
202,2,2022/07/21,89,43,Consumer Non-Durables
203,5,2022/06/30,41,127,Consumer Services
204,9,2021/11/21,137,768,Basic Industries
205,6,2022/06/30,122,859,Public Utilities
206,10,2022/04/10,94,418,Health Care
207,1,2022/07/22,123,367,Energy
208,3,2022/05/22,3,940,n/a
209,7,2022/01/28,17,803,n/a
210,7,2022/05/22,75,926,Finance
211,5,2022/04/17,37,468,Finance
212,3,2022/08/29,68,92,Public Utilities
213,2,2022/06/06,126,730,Miscellaneous
214,7,2022/09/17,56,633,Finance
215,4,2022/08/30,45,609,n/a
216,5,2022/07/09,93,495,n/a
217,1,2021/11/22,55,150,n/a
218,1,2022/03/05,38,794,Consumer Services
219,2,2022/04/18,117,944,n/a
220,2,2022/10/02,23,972,Consumer Services
221,1,2022/08/30,89,687,Consumer Services
222,10,2021/11/10,61,458,Basic Industries
223,4,2021/12/29,143,883,n/a
224,10,2022/03/27,77,506,Health Care
225,3,2022/10/10,66,82,n/a
226,6,2021/12/01,122,138,n/a
227,5,2022/07/15,14,418,Basic Industries
228,6,2022/09/28,69,374,n/a
229,6,2021/11/20,77,233,Consumer Services
230,7,2021/10/30,29,437,n/a
231,8,2022/02/20,17,146,n/a
232,9,2022/01/03,103,853,n/a
233,3,2022/09/09,59,640,Technology
234,9,2022/09/19,77,796,Health Care
235,4,2022/09/15,7,855,Public Utilities
236,1,2022/06/25,53,811,n/a
237,1,2022/02/14,125,179,Finance
238,9,2022/04/18,133,181,Finance
239,3,2022/07/22,74,638,n/a
240,8,2022/07/20,120,227,Finance
241,4,2022/08/03,105,615,Technology
242,1,2022/08/15,5,850,Finance
243,7,2022/10/13,138,672,n/a
244,3,2022/04/01,130,915,Consumer Services
245,2,2022/10/05,86,18,Health Care
246,6,2022/06/21,110,304,Public Utilities
247,1,2021/10/20,11,339,Finance
248,6,2022/05/15,11,607,Energy
249,9,2022/07/26,37,443,Health Care
250,4,2022/09/16,128,197,Finance
251,6,2022/04/14,103,941,Consumer Non-Durables
252,3,2022/08/25,10,328,Consumer Services
253,7,2022/01/22,99,954,Finance
254,1,2022/04/07,108,445,Technology
255,10,2022/04/19,79,857,Health Care
256,4,2022/07/12,132,905,Health Care
257,3,2021/10/28,90,150,Consumer Durables
258,10,2022/10/02,116,420,Finance
259,2,2022/04/20,141,761,Finance
260,7,2022/10/16,104,664,Health Care
261,1,2022/04/13,141,201,Finance
262,1,2022/09/24,109,537,Consumer Non-Durables
263,6,2022/09/10,9,981,Technology
264,3,2022/06/20,3,177,Technology
265,1,2022/05/10,86,694,Technology
266,6,2021/11/24,105,321,Energy
267,5,2021/10/24,112,412,Finance
268,2,2021/12/27,65,248,Health Care
269,9,2021/12/18,58,358,Technology
270,7,2021/12/04,88,911,Technology
271,3,2022/04/20,37,70,Finance
272,1,2021/11/30,86,139,n/a
273,2,2021/11/30,40,880,n/a
274,9,2022/03/01,93,782,Finance
275,1,2021/10/25,25,859,Technology
276,9,2022/01/22,109,558,Basic Industries
277,3,2022/03/26,8,460,Finance
278,5,2022/05/22,145,212,Consumer Services
279,3,2022/04/27,41,209,Health Care
280,6,2022/04/01,92,142,Health Care
281,1,2021/12/30,90,814,n/a
282,7,2022/10/13,82,810,Finance
283,8,2021/11/01,71,685,n/a
284,9,2022/07/17,52,58,Transportation
285,8,2022/09/17,61,526,Consumer Services
286,5,2022/01/31,97,114,Public Utilities
287,10,2022/03/17,94,893,Consumer Non-Durables
288,5,2022/07/23,40,664,Health Care
289,1,2022/06/21,128,86,Technology
290,7,2022/09/07,42,620,Health Care
291,5,2022/04/07,141,126,Capital Goods
292,5,2022/01/01,29,38,n/a
293,10,2022/03/25,144,443,Miscellaneous
294,7,2022/01/31,115,107,Energy
295,6,2022/01/23,110,196,n/a
296,6,2022/04/07,77,506,Technology
297,10,2021/11/20,51,722,Capital Goods
298,8,2022/04/04,12,81,n/a
299,4,2021/12/20,76,401,Finance
300,2,2022/02/05,78,770,Technology
301,9,2022/01/31,9,321,Finance
302,1,2021/12/19,68,666,n/a
303,9,2022/08/17,58,290,Health Care
304,10,2022/04/08,65,800,Consumer Services
305,7,2022/04/28,19,828,n/a
306,1,2022/06/11,147,755,Consumer Durables
307,10,2022/04/23,79,884,n/a
308,5,2021/12/25,102,717,n/a
309,3,2022/06/14,108,79,Health Care
310,5,2022/05/23,60,133,n/a
311,4,2022/07/18,127,852,Health Care
312,2,2022/07/20,35,139,n/a
313,5,2022/03/07,143,984,Basic Industries
314,8,2021/11/21,58,106,Consumer Non-Durables
315,9,2022/04/27,130,501,Consumer Services
316,5,2022/08/03,76,336,n/a
317,6,2022/05/14,98,162,Consumer Non-Durables
318,7,2022/03/28,117,524,Health Care
319,4,2021/11/01,73,169,Finance
320,8,2022/02/08,21,690,Consumer Non-Durables
321,5,2022/09/04,55,131,n/a
322,1,2021/11/18,87,418,n/a
323,4,2022/09/29,103,130,Finance
324,2,2022/03/05,144,138,Health Care
325,7,2022/03/04,114,36,Consumer Non-Durables
326,1,2022/08/19,146,273,Health Care
327,7,2021/10/29,51,340,Miscellaneous
328,2,2022/08/18,120,926,n/a
329,4,2022/07/12,23,989,Consumer Non-Durables
330,3,2022/09/16,147,934,n/a
331,5,2022/06/24,49,633,Technology
332,3,2022/08/22,3,514,Public Utilities
333,6,2022/04/13,104,725,Health Care
334,2,2021/10/24,23,534,Transportation
335,6,2022/06/15,74,131,Consumer Services
336,6,2022/04/02,24,588,Technology
337,5,2022/03/05,91,51,n/a
338,2,2022/05/05,132,596,n/a
339,7,2022/07/07,7,977,Consumer Durables
340,2,2022/05/04,137,662,Consumer Services
341,10,2022/04/28,126,221,Basic Industries
342,5,2022/02/03,55,517,Health Care
343,8,2022/07/02,129,700,Consumer Non-Durables
344,9,2022/06/10,139,963,Energy
345,5,2022/05/16,71,753,Finance
346,4,2022/05/09,80,657,Consumer Non-Durables
347,10,2022/07/23,20,286,Capital Goods
348,2,2022/04/28,57,998,Finance
349,1,2022/04/20,27,945,Basic Industries
350,2,2022/02/25,62,70,Finance
351,10,2022/02/05,117,55,Consumer Services
352,7,2022/01/19,118,227,n/a
353,5,2021/10/21,27,239,Miscellaneous
354,4,2021/12/31,109,903,Consumer Services
355,8,2022/02/05,39,701,n/a
356,7,2022/09/30,94,437,Transportation
357,3,2022/01/10,107,758,Consumer Services
358,6,2022/02/20,36,867,Technology
359,3,2022/02/22,31,947,Energy
360,8,2022/05/25,133,317,Basic Industries
361,9,2021/12/31,60,149,Capital Goods
362,5,2022/07/24,81,34,Capital Goods
363,5,2021/12/20,142,919,Finance
364,4,2022/02/06,100,748,Technology
365,5,2022/09/05,136,604,Health Care
366,8,2022/04/10,9,275,n/a
367,5,2022/02/06,53,990,Consumer Durables
368,10,2021/12/09,2,936,n/a
369,2,2021/11/07,45,619,Consumer Non-Durables
370,2,2022/09/21,56,446,Consumer Durables
371,7,2021/10/19,110,758,Health Care
372,1,2022/05/06,93,602,n/a
373,9,2021/10/31,148,527,Public Utilities
374,10,2022/06/15,102,497,Basic Industries
375,4,2021/11/20,50,435,n/a
376,9,2022/01/03,47,741,Consumer Services
377,6,2022/04/12,16,414,Consumer Services
378,10,2022/01/22,114,760,n/a
379,5,2022/05/01,24,956,Health Care
380,6,2022/10/04,29,903,Consumer Non-Durables
381,1,2021/12/31,12,921,n/a
382,8,2022/06/11,136,304,Health Care
383,7,2021/11/16,111,131,Public Utilities
384,8,2021/11/15,137,522,n/a
385,1,2022/05/07,74,505,Technology
386,8,2022/06/02,108,428,Basic Industries
387,9,2021/12/01,21,514,Finance
388,10,2022/06/21,83,335,n/a
389,4,2022/10/01,113,510,Public Utilities
390,2,2022/10/11,89,375,Consumer Services
391,6,2022/06/12,94,367,n/a
392,10,2021/11/25,89,946,Finance
393,5,2022/06/24,50,182,n/a
394,4,2022/06/01,46,552,Health Care
395,2,2022/05/31,36,809,Health Care
396,2,2022/04/27,16,392,Finance
397,4,2022/07/14,67,86,Technology
398,6,2022/07/03,10,590,n/a
399,9,2022/06/17,91,654,Finance
400,9,2022/04/02,9,881,Consumer Services
401,10,2022/09/18,140,919,n/a
402,10,2021/11/14,63,532,Technology
403,2,2022/06/30,145,206,Transportation
404,2,2021/12/07,75,424,Consumer Services
405,1,2022/03/15,20,550,Technology
406,6,2022/10/01,105,586,Finance
407,9,2021/12/29,69,690,Consumer Services
408,10,2022/08/01,130,964,Capital Goods
409,4,2022/01/30,80,287,Consumer Services
410,2,2021/12/14,146,1,n/a
411,1,2022/05/18,126,629,Finance
412,6,2021/12/21,78,264,Basic Industries
413,3,2022/09/05,99,794,Consumer Services
414,9,2022/04/07,34,166,Finance
415,3,2022/01/21,2,547,Consumer Non-Durables
416,7,2022/07/05,14,820,Finance
417,4,2022/07/04,90,514,Technology
418,4,2022/05/23,133,211,n/a
419,6,2021/10/30,116,461,Energy
420,10,2022/08/14,123,701,n/a
421,1,2022/04/26,65,441,Transportation
422,1,2022/07/05,54,126,n/a
423,7,2021/11/06,46,412,Public Utilities
424,5,2021/10/28,129,519,Health Care
425,5,2022/04/01,60,622,n/a
426,5,2022/04/09,72,967,Public Utilities
427,1,2022/09/16,16,310,Finance
428,7,2022/01/31,48,783,Finance
429,4,2022/02/23,121,664,Finance
430,8,2022/01/06,76,800,Health Care
431,9,2022/01/02,124,322,Basic Industries
432,5,2022/10/04,119,584,n/a
433,1,2022/03/30,135,599,Basic Industries
434,3,2022/01/14,94,28,Finance
435,2,2022/01/09,56,526,Consumer Durables
436,7,2022/09/05,1,894,Finance
437,8,2022/10/06,146,391,n/a
438,2,2022/07/12,72,947,Consumer Services
439,4,2022/05/09,5,532,Finance
440,1,2022/04/19,98,246,Finance
441,3,2022/09/19,114,805,n/a
442,7,2022/03/31,45,25,Basic Industries
443,9,2022/07/29,11,291,Technology
444,2,2021/11/27,59,779,Health Care
445,8,2022/10/04,103,69,Consumer Non-Durables
446,5,2022/01/02,81,891,Basic Industries
447,3,2022/09/11,6,657,Capital Goods
448,6,2022/01/29,133,178,Capital Goods
449,10,2022/09/26,106,432,Consumer Non-Durables
450,5,2022/07/02,107,833,Consumer Services
451,2,2022/02/21,1,141,Capital Goods
452,9,2022/10/06,146,113,Health Care
453,2,2022/05/11,53,673,Consumer Non-Durables
454,2,2022/07/25,128,40,Technology
455,1,2022/03/28,106,169,n/a
456,8,2022/04/12,5,835,Consumer Services
457,6,2022/07/01,143,730,Consumer Services
458,1,2022/05/08,68,798,n/a
459,3,2022/03/04,62,307,Technology
460,5,2022/02/26,122,17,Capital Goods
461,1,2021/10/29,28,855,Technology
462,7,2022/01/04,97,84,Finance
463,4,2021/11/15,34,589,Finance
464,9,2022/04/09,29,790,Consumer Services
465,4,2022/05/13,66,27,Energy
466,6,2022/01/10,89,708,n/a
467,10,2022/04/17,67,635,Consumer Non-Durables
468,9,2022/07/13,2,764,Health Care
469,5,2022/05/02,23,946,Transportation
470,9,2021/10/18,129,249,Energy
471,10,2022/06/22,97,957,Basic Industries
472,5,2021/10/23,10,439,Finance
473,2,2022/01/19,118,550,Capital Goods
474,7,2021/12/16,7,463,Miscellaneous
475,6,2022/07/13,99,790,Consumer Services
476,5,2022/08/12,32,462,Finance
477,1,2021/12/11,81,434,n/a
478,2,2022/01/24,84,687,Public Utilities
479,6,2021/10/29,81,522,Energy
480,4,2022/01/17,127,639,Consumer Services
481,8,2022/08/18,29,324,Consumer Non-Durables
482,5,2021/10/18,130,249,Basic Industries
483,4,2022/07/23,123,150,Health Care
484,4,2022/07/13,83,845,n/a
485,6,2022/05/06,79,815,Finance
486,7,2022/02/28,116,404,Health Care
487,1,2022/10/14,99,601,Consumer Services
488,1,2022/04/22,68,146,Finance
489,6,2022/04/02,56,414,Finance
490,10,2022/07/08,89,925,Technology
491,2,2022/02/28,60,701,n/a
492,1,2022/04/23,17,699,Technology
493,2,2022/08/21,71,550,Finance
494,2,2021/12/17,112,900,Consumer Durables
495,1,2022/07/05,88,191,Transportation
496,1,2022/05/09,71,812,Miscellaneous
497,2,2022/02/21,82,338,Health Care
498,8,2021/11/16,56,939,Finance
499,4,2022/06/24,145,970,n/a
500,6,2022/05/05,87,709,n/a
501,9,2022/08/11,118,431,Consumer Services
502,8,2022/05/18,29,594,Public Utilities
503,5,2022/10/03,46,254,n/a
504,10,2022/05/10,128,800,Technology
505,4,2022/09/04,124,842,Health Care
506,2,2022/01/22,58,862,Energy
507,10,2022/05/05,16,181,Finance
508,10,2022/03/14,38,621,Consumer Durables
509,10,2022/04/03,49,912,Consumer Services
510,8,2021/11/11,126,898,Energy
511,8,2022/04/30,49,975,Consumer Non-Durables
512,9,2021/11/13,116,830,Miscellaneous
513,8,2021/10/28,103,638,n/a
514,1,2022/04/29,35,688,Health Care
515,3,2022/02/18,9,147,n/a
516,5,2022/07/26,144,329,Consumer Services
517,8,2021/12/20,61,328,Basic Industries
518,5,2022/01/05,148,208,Technology
519,1,2022/04/02,22,785,n/a
520,4,2022/07/26,66,882,n/a
521,6,2022/08/26,130,952,Consumer Services
522,10,2022/04/17,66,911,Health Care
523,4,2022/05/20,129,247,Public Utilities
524,8,2021/10/18,37,165,Consumer Services
525,4,2022/06/17,141,731,Finance
526,5,2022/09/22,80,58,Public Utilities
527,5,2022/07/10,53,772,Capital Goods
528,6,2022/03/16,120,366,Public Utilities
529,4,2022/02/10,34,914,Health Care
530,5,2022/07/26,118,858,Consumer Services
531,1,2022/08/14,16,415,Finance
532,6,2022/03/22,106,124,Consumer Non-Durables
533,10,2022/10/07,8,370,Finance
534,7,2021/11/30,123,953,n/a
535,6,2022/04/01,51,842,Public Utilities
536,10,2021/12/27,73,497,n/a
537,8,2022/03/08,24,627,Health Care
538,5,2022/09/08,62,884,Finance
539,2,2022/07/08,106,581,Finance
540,7,2021/11/18,119,119,n/a
541,7,2022/03/21,112,904,Finance
542,3,2022/02/28,18,380,Consumer Services
543,3,2022/01/16,34,956,Basic Industries
544,9,2022/09/10,20,133,Technology
545,1,2022/02/05,113,360,n/a
546,9,2022/09/03,127,323,Energy
547,3,2021/12/09,62,609,Consumer Services
548,7,2022/01/09,117,193,n/a
549,10,2022/04/02,46,399,n/a
550,3,2022/06/27,130,195,Consumer Services
551,10,2022/01/02,89,1,Technology
552,3,2022/05/06,70,880,n/a
553,8,2022/04/18,128,450,Capital Goods
554,7,2022/06/13,57,122,Finance
555,6,2021/10/26,127,658,n/a
556,6,2022/01/06,94,402,Finance
557,6,2022/09/27,134,735,Miscellaneous
558,8,2022/07/10,101,582,Technology
559,9,2022/07/24,16,338,Finance
560,9,2022/08/09,35,221,Capital Goods
561,8,2022/03/26,140,668,Public Utilities
562,2,2021/11/24,79,480,Health Care
563,6,2021/12/11,3,71,Health Care
564,3,2022/09/05,111,65,Technology
565,4,2022/06/03,114,671,Basic Industries
566,7,2022/09/14,136,205,n/a
567,6,2021/12/07,59,780,n/a
568,8,2022/04/15,74,946,Technology
569,6,2022/06/09,148,625,Energy
570,1,2022/03/10,59,721,Health Care
571,6,2022/02/13,9,176,n/a
572,4,2021/12/24,48,86,Health Care
573,3,2021/12/15,124,10,Consumer Services
574,2,2022/07/21,73,842,Finance
575,1,2021/11/02,13,861,Finance
576,4,2022/10/09,85,420,Finance
577,8,2022/01/20,66,453,Miscellaneous
578,3,2021/12/27,35,622,Consumer Non-Durables
579,8,2022/01/30,71,401,n/a
580,1,2022/03/08,69,81,n/a
581,7,2022/06/02,146,127,Health Care
582,1,2022/01/01,120,34,n/a
583,8,2021/12/05,130,537,Basic Industries
584,1,2022/05/30,42,330,n/a
585,3,2022/09/13,28,250,Basic Industries
586,2,2022/02/17,49,884,n/a
587,10,2022/01/30,95,820,Consumer Non-Durables
588,8,2022/04/06,48,642,Consumer Durables
589,9,2022/10/17,98,249,Capital Goods
590,8,2021/11/12,22,933,Consumer Services
591,5,2022/02/11,145,357,n/a
592,2,2022/09/08,76,366,Consumer Services
593,7,2022/01/22,78,159,Consumer Services
594,1,2022/04/28,16,635,Consumer Services
595,3,2021/12/07,134,686,Health Care
596,6,2022/02/11,65,932,Capital Goods
597,5,2022/06/23,81,816,n/a
598,2,2022/01/04,132,339,Basic Industries
599,6,2022/09/03,20,244,Finance
600,10,2022/07/17,90,579,Finance
601,8,2021/10/31,112,271,Technology
602,4,2022/10/05,26,269,Technology
603,3,2022/10/13,69,92,Energy
604,7,2022/05/17,113,4,Finance
605,7,2022/10/10,116,144,Basic Industries
606,1,2021/11/05,29,756,Health Care
607,6,2022/04/25,115,811,Energy
608,5,2022/02/12,139,1000,n/a
609,7,2022/10/15,76,243,Finance
610,7,2022/10/04,72,975,n/a
611,8,2021/10/20,122,538,Finance
612,2,2022/04/15,33,471,Miscellaneous
613,2,2022/09/03,135,683,Finance
614,8,2022/08/15,78,826,Consumer Services
615,5,2021/12/01,5,508,Consumer Services
616,4,2022/05/19,146,969,Technology
617,1,2022/05/09,83,538,Basic Industries
618,8,2022/08/21,85,109,Health Care
619,9,2022/08/06,130,663,n/a
620,2,2021/11/14,24,552,n/a
621,1,2022/02/24,11,155,Health Care
622,10,2022/06/11,82,16,Consumer Non-Durables
623,10,2021/11/03,12,361,Finance
624,1,2022/05/04,135,692,n/a
625,10,2022/06/20,127,46,n/a
626,2,2022/03/29,70,785,Energy
627,1,2022/08/18,29,713,Finance
628,10,2022/08/12,149,476,Finance
629,8,2022/08/15,100,45,Consumer Services
630,2,2022/05/02,14,982,Consumer Services
631,5,2021/12/04,119,587,n/a
632,10,2022/03/21,67,108,n/a
633,1,2022/01/25,76,190,Consumer Services
634,4,2021/12/07,83,314,Health Care
635,6,2022/06/03,30,635,Public Utilities
636,6,2022/07/08,124,628,Consumer Durables
637,5,2021/10/30,70,15,Health Care
638,4,2022/01/17,147,426,Energy
639,3,2022/02/01,100,591,Technology
640,6,2022/02/19,94,501,n/a
641,10,2021/12/23,75,689,Technology
642,8,2022/01/08,67,217,n/a
643,4,2022/04/27,103,173,Basic Industries
644,2,2022/01/26,133,594,n/a
645,5,2022/05/09,50,797,Health Care
646,4,2022/04/05,8,83,Finance
647,10,2021/11/21,45,74,Technology
648,9,2022/07/19,35,194,Basic Industries
649,10,2022/09/04,142,285,Finance
650,9,2022/08/07,80,424,n/a
651,3,2022/05/31,118,447,Finance
652,6,2021/10/22,7,137,Technology
653,3,2022/07/09,147,394,n/a
654,10,2022/08/02,115,590,Transportation
655,10,2022/06/12,1,279,Basic Industries
656,6,2022/08/27,130,357,Capital Goods
657,7,2022/09/18,97,510,n/a
658,4,2022/10/17,92,306,Basic Industries
659,2,2022/09/07,101,104,Capital Goods
660,9,2021/12/18,113,579,Finance
661,1,2022/08/06,14,199,Finance
662,1,2021/11/11,32,175,Consumer Services
663,6,2022/02/16,105,618,n/a
664,10,2022/06/29,12,380,Consumer Services
665,4,2022/07/24,126,494,n/a
666,8,2022/10/04,135,288,Technology
667,3,2022/09/14,82,501,Finance
668,10,2022/05/02,139,295,Finance
669,6,2022/05/31,73,508,n/a
670,3,2022/08/22,127,975,Health Care
671,10,2021/11/08,102,129,Public Utilities
672,9,2022/07/09,40,445,Consumer Non-Durables
673,10,2022/05/26,94,656,Technology
674,7,2022/02/15,52,930,Technology
675,7,2022/04/14,121,574,n/a
676,7,2022/03/16,4,543,n/a
677,2,2022/08/09,110,33,Finance
678,5,2022/03/26,43,775,Technology
679,4,2022/02/15,57,129,n/a
680,8,2022/08/03,139,448,n/a
681,6,2022/03/30,42,498,n/a
682,5,2022/10/13,133,444,Technology
683,7,2022/09/16,35,779,n/a
