id,grade,date,teacher_id,student_id,lesson
132,3,2022/08/07,147,509,Miscellaneous
133,3,2022/06/17,64,532,Public Utilities
134,9,2021/10/22,134,237,Consumer Services
135,1,2022/03/03,54,369,Capital Goods
136,10,2022/05/08,86,979,Health Care
137,5,2021/12/31,80,867,n/a
138,3,2022/04/20,98,642,Technology
139,8,2021/11/18,13,942,Health Care
140,3,2022/08/13,93,973,n/a
141,3,2022/01/20,25,280,Technology
142,3,2022/01/19,74,611,n/a
143,9,2022/01/27,22,592,Consumer Services
144,3,2022/10/05,72,518,Health Care
145,5,2022/04/01,150,631,n/a
146,1,2021/11/04,65,25,Technology
147,10,2022/01/20,26,302,Basic Industries
148,2,2022/08/22,45,679,n/a
149,9,2022/02/25,24,955,Finance
150,5,2022/03/01,85,852,Consumer Services
151,3,2021/12/01,109,839,Consumer Non-Durables
152,7,2022/04/01,71,116,Consumer Durables
153,6,2022/10/12,105,909,Consumer Durables
154,3,2021/12/06,85,725,Consumer Services
155,2,2022/06/22,30,186,n/a
156,8,2022/05/14,80,728,Capital Goods
157,7,2022/02/05,36,793,Health Care
158,10,2022/10/08,133,513,Miscellaneous
159,6,2022/04/24,145,643,n/a
160,10,2022/06/04,53,248,n/a
161,9,2022/07/25,119,949,n/a
162,7,2021/12/16,81,198,Health Care
163,5,2022/08/10,79,895,Finance
164,1,2022/04/19,58,992,Consumer Services
165,4,2022/05/09,118,742,Consumer Services
166,3,2022/10/01,148,106,Health Care
167,6,2021/11/12,71,332,n/a
168,4,2022/08/26,20,914,Health Care
169,1,2022/01/03,94,805,Miscellaneous
170,2,2022/10/03,38,272,Consumer Services
171,6,2021/11/27,144,620,Health Care
172,5,2022/06/28,144,528,n/a
173,10,2021/11/08,144,285,Consumer Services
174,10,2022/03/18,16,815,Finance
175,7,2022/05/28,14,34,Health Care
176,9,2022/03/27,64,314,n/a
177,2,2022/09/18,109,905,Public Utilities
178,6,2022/08/19,125,451,Health Care
179,7,2022/03/24,89,564,Finance
180,1,2022/06/19,64,120,Basic Industries
181,1,2022/01/03,41,145,Miscellaneous
182,9,2022/10/08,49,374,Capital Goods
183,2,2022/05/18,120,111,n/a
184,2,2022/03/19,146,23,Consumer Services
185,2,2022/05/16,92,242,Basic Industries
186,8,2022/10/15,64,833,Finance
187,5,2022/05/24,146,441,Consumer Services
188,5,2022/05/03,121,775,Health Care
189,6,2022/04/12,57,315,n/a
190,9,2021/11/07,94,993,Technology
191,3,2022/01/14,38,648,Capital Goods
192,6,2021/10/21,113,656,Transportation
193,3,2022/10/05,43,309,Technology
194,8,2022/07/20,110,106,Finance
195,8,2022/06/05,23,995,n/a
196,5,2021/11/22,66,54,Technology
197,4,2022/05/14,89,760,Capital Goods
198,1,2022/06/29,40,28,Energy
199,3,2021/10/22,10,578,Health Care
200,7,2022/08/30,20,135,Basic Industries
201,9,2022/09/02,73,858,Consumer Services
202,5,2021/11/13,59,253,Consumer Services
203,7,2022/06/18,16,35,Consumer Durables
204,6,2022/07/04,36,54,Health Care
205,7,2022/01/05,54,859,Finance
206,3,2022/06/27,147,217,Consumer Services
207,7,2022/02/11,111,634,Capital Goods
208,10,2022/06/14,96,875,Consumer Services
209,9,2022/04/20,149,952,Health Care
210,5,2022/05/18,69,229,Technology
211,3,2022/03/09,2,38,Technology
212,3,2022/09/29,16,964,Consumer Services
213,10,2022/03/03,121,391,Consumer Services
214,6,2022/09/13,102,653,Miscellaneous
215,5,2021/10/30,6,422,Capital Goods
216,4,2022/02/21,124,919,n/a
217,9,2022/07/17,16,89,Energy
218,5,2021/12/14,56,110,Health Care
219,8,2022/01/15,123,387,Consumer Services
220,7,2021/11/07,45,247,Miscellaneous
221,1,2022/06/30,58,923,Energy
222,1,2021/12/08,44,210,n/a
223,5,2022/05/12,126,974,n/a
224,7,2021/12/31,4,34,Finance
225,1,2022/06/26,62,895,Transportation
226,3,2022/03/31,11,143,Health Care
227,5,2021/12/14,111,720,Technology
228,1,2022/09/25,114,958,Capital Goods
229,1,2021/12/03,15,439,Consumer Services
230,1,2022/05/18,129,636,n/a
231,10,2022/10/06,138,275,n/a
232,4,2021/10/29,40,977,Public Utilities
233,10,2022/05/03,96,346,n/a
234,7,2021/11/15,100,121,n/a
235,4,2021/10/30,90,435,Finance
236,1,2022/09/04,147,625,Finance
237,6,2022/02/21,88,66,Consumer Services
238,5,2022/07/07,31,837,n/a
239,9,2021/10/24,13,658,Consumer Services
240,4,2022/03/14,144,292,Technology
241,6,2022/10/01,5,830,Transportation
242,4,2022/08/13,113,896,Finance
243,10,2022/07/16,8,175,Capital Goods
244,1,2022/01/14,95,343,Finance
245,9,2022/08/22,43,791,Public Utilities
246,9,2022/01/24,135,619,Technology
247,10,2021/11/17,66,37,Finance
248,6,2022/05/13,117,646,Technology
249,6,2022/05/02,58,81,Energy
250,1,2022/02/14,107,287,n/a
251,5,2022/04/04,144,27,Finance
252,10,2021/12/09,14,446,n/a
253,8,2022/08/29,42,951,Health Care
254,8,2022/06/29,47,647,n/a
255,9,2022/06/04,60,391,Finance
256,2,2022/09/07,84,174,Finance
257,9,2022/04/11,129,972,n/a
258,5,2021/12/09,59,570,Health Care
259,10,2022/01/09,124,88,Consumer Durables
260,1,2022/02/24,59,584,Consumer Services
261,9,2021/12/20,135,964,Finance
262,5,2022/07/26,140,332,Miscellaneous
263,2,2022/02/17,144,458,n/a
264,1,2022/07/30,8,150,Capital Goods
265,3,2022/01/02,117,569,Transportation
266,9,2022/02/07,96,550,n/a
267,1,2022/09/08,23,73,Finance
268,6,2022/09/01,76,929,Consumer Services
269,2,2021/12/31,64,9,Basic Industries
270,10,2022/08/10,147,549,Technology
271,7,2022/02/07,130,396,Finance
272,9,2022/06/10,8,230,Health Care
273,3,2022/04/12,30,538,Technology
274,1,2021/11/05,3,400,Finance
275,9,2022/04/03,94,838,Capital Goods
276,5,2022/06/23,67,724,Consumer Services
277,9,2022/04/02,129,636,n/a
278,9,2021/11/03,82,656,Consumer Durables
279,4,2022/04/24,107,182,Technology
280,6,2022/07/24,24,646,Consumer Non-Durables
281,8,2022/02/03,138,749,n/a
282,7,2022/07/20,57,206,Consumer Services
283,7,2022/06/10,11,465,Technology
284,7,2021/11/02,130,828,Consumer Services
285,6,2022/05/23,125,259,Consumer Durables
286,5,2021/10/24,41,700,Consumer Non-Durables
287,1,2022/09/27,40,58,Consumer Services
288,7,2022/05/19,38,742,Finance
289,10,2022/08/13,23,301,Transportation
290,9,2022/02/24,67,614,Consumer Non-Durables
291,6,2022/07/13,9,58,Consumer Services
292,5,2022/03/29,108,209,Miscellaneous
293,2,2021/12/18,127,723,Basic Industries
294,1,2022/02/11,79,401,Basic Industries
295,6,2022/02/08,82,489,Consumer Services
296,3,2021/11/05,120,251,Basic Industries
297,1,2022/07/06,41,18,Consumer Durables
298,10,2022/03/14,89,966,Technology
299,9,2022/09/01,147,922,Finance
300,7,2021/12/23,8,936,Finance
301,4,2022/01/15,59,504,n/a
302,5,2022/02/17,136,254,Consumer Services
303,10,2021/11/24,22,448,Public Utilities
304,4,2022/07/04,108,150,Finance
305,7,2022/08/04,35,440,Energy
306,1,2021/10/26,77,803,Transportation
307,9,2022/01/20,137,589,Basic Industries
308,8,2022/08/09,15,170,Technology
309,5,2022/10/17,52,114,Basic Industries
310,3,2022/02/09,123,84,Consumer Services
311,1,2022/02/12,31,376,Technology
312,4,2021/12/01,23,765,Consumer Services
313,8,2022/07/17,70,920,Consumer Durables
314,8,2022/03/13,2,615,Health Care
315,10,2022/03/07,82,967,Finance
316,9,2022/08/12,32,62,Health Care
317,1,2022/08/28,132,295,Health Care
318,6,2022/09/14,114,760,Public Utilities
319,2,2021/12/25,135,101,Finance
320,2,2022/06/23,91,999,Consumer Services
321,6,2022/09/03,85,44,Consumer Services
322,4,2022/03/09,42,882,Basic Industries
323,2,2021/12/25,73,496,Health Care
324,5,2022/03/12,99,567,n/a
325,8,2022/03/11,148,306,Finance
326,5,2022/03/03,54,556,Basic Industries
327,3,2022/08/23,92,658,n/a
328,10,2021/11/23,24,278,Technology
329,10,2022/01/04,83,354,Consumer Services
330,8,2022/06/11,141,563,Consumer Non-Durables
331,4,2021/11/08,137,571,Energy
332,1,2022/03/17,28,348,Technology
333,6,2022/07/15,69,468,Health Care
334,4,2022/02/14,33,850,Consumer Non-Durables
335,2,2021/11/03,80,947,n/a
336,7,2022/07/22,83,765,Finance
337,5,2022/01/17,104,371,Capital Goods
338,9,2022/09/16,81,780,Consumer Services
339,3,2022/07/23,48,535,Health Care
340,3,2022/08/15,24,905,Miscellaneous
341,9,2022/03/28,20,940,Basic Industries
342,9,2022/03/11,40,899,Consumer Services
343,6,2021/11/10,68,177,Capital Goods
344,3,2022/04/27,87,110,Consumer Services
345,8,2022/08/18,92,549,Transportation
346,9,2022/07/26,116,575,Technology
347,10,2022/09/15,52,869,n/a
348,7,2022/03/20,133,103,Finance
349,7,2021/10/28,142,322,n/a
350,9,2022/10/06,109,170,n/a
351,10,2022/09/19,79,333,n/a
352,10,2022/08/22,86,706,Health Care
353,9,2022/07/23,77,612,Finance
354,6,2022/06/30,99,384,Energy
355,2,2022/04/07,15,86,Technology
356,2,2022/09/09,90,621,Health Care
357,1,2022/08/31,104,747,Health Care
358,8,2022/04/22,133,898,Energy
359,2,2021/12/18,63,518,Finance
360,2,2022/08/29,29,373,Health Care
361,4,2022/05/22,4,818,Capital Goods
362,3,2022/03/25,138,577,Consumer Services
363,4,2021/11/27,91,669,Consumer Services
364,10,2022/01/31,6,383,n/a
365,3,2022/02/02,58,191,Technology
366,9,2022/01/06,118,946,Finance
367,5,2022/10/04,43,430,n/a
368,5,2022/01/25,121,943,Health Care
369,4,2022/08/10,140,144,Consumer Services
370,2,2021/12/29,10,357,Health Care
371,1,2022/03/02,63,197,Health Care
372,4,2022/05/26,28,727,n/a
373,5,2022/07/26,99,705,Technology
374,5,2022/02/23,93,463,Health Care
375,4,2022/02/04,51,452,n/a
376,3,2022/07/20,67,365,n/a
377,4,2022/01/17,58,901,Consumer Services
378,2,2021/11/15,77,127,Basic Industries
379,8,2022/05/10,59,172,Finance
380,3,2022/04/17,102,75,Consumer Durables
381,5,2022/01/27,132,522,Finance
382,2,2022/03/13,32,390,Technology
383,10,2021/12/12,120,605,Basic Industries
384,2,2022/03/22,38,475,Finance
385,8,2022/10/01,124,650,n/a
386,3,2022/05/18,124,868,Health Care
387,1,2022/05/25,141,71,Finance
388,8,2022/06/19,43,897,Technology
389,1,2022/07/28,83,46,Health Care
390,8,2022/08/01,136,47,Health Care
391,5,2022/03/18,91,924,Basic Industries
392,7,2021/11/20,134,16,Finance
393,10,2021/11/15,85,193,Finance
394,1,2021/10/30,136,921,n/a
395,6,2022/06/21,123,151,Consumer Services
396,2,2022/03/19,37,904,Health Care
397,3,2022/08/15,115,863,Technology
398,1,2022/08/28,11,843,Finance
399,7,2022/06/30,128,747,Technology
400,7,2022/03/23,87,982,Finance
401,8,2021/12/06,1,467,n/a
402,7,2022/03/31,91,45,Finance
403,7,2022/04/27,21,635,Technology
404,7,2022/08/04,84,288,Capital Goods
405,8,2022/02/16,8,346,Public Utilities
406,4,2022/05/29,104,608,Consumer Services
407,10,2022/08/30,126,900,n/a
408,10,2021/11/14,22,133,Health Care
409,6,2022/07/10,11,241,n/a
410,6,2022/09/01,141,732,Consumer Services
411,3,2022/08/23,145,562,Consumer Services
412,1,2022/03/02,124,828,n/a
413,1,2022/07/24,97,309,Health Care
414,7,2022/07/22,14,705,Health Care
415,1,2022/03/30,78,467,n/a
416,8,2022/09/05,43,39,Technology
417,8,2022/04/13,133,124,Finance
418,4,2022/07/10,1,181,Energy
419,8,2021/11/02,91,606,Technology
420,9,2022/06/15,129,62,Consumer Services
421,10,2022/05/20,149,151,Consumer Services
422,10,2022/03/14,115,693,Energy
423,6,2022/04/30,12,785,Energy
424,1,2022/09/27,63,104,Consumer Durables
425,4,2022/08/31,69,807,Energy
426,2,2022/06/10,140,650,Consumer Durables
427,10,2022/03/23,49,738,Finance
428,9,2021/10/18,100,898,Finance
429,1,2022/04/25,76,132,Health Care
430,3,2022/08/10,132,528,n/a
431,7,2022/07/10,23,863,Consumer Services
432,4,2022/02/16,72,922,n/a
433,3,2022/03/03,91,636,Technology
434,1,2022/05/22,63,639,Energy
435,5,2022/01/28,83,609,Technology
436,6,2022/05/23,28,596,Finance
437,4,2022/07/31,123,700,Miscellaneous
438,2,2022/04/29,22,888,n/a
439,10,2022/01/24,109,324,n/a
440,4,2022/07/27,53,825,Public Utilities
441,3,2022/04/27,76,272,Finance
442,8,2021/11/25,125,128,Consumer Services
443,5,2022/02/28,146,684,Technology
444,5,2021/11/11,62,696,n/a
445,7,2021/12/06,103,469,Consumer Durables
446,4,2022/05/06,53,942,Health Care
447,9,2022/03/02,104,766,Consumer Non-Durables
448,9,2021/12/24,54,246,Public Utilities
449,6,2021/12/23,128,938,Energy
450,3,2022/08/19,78,696,Consumer Services
451,6,2022/02/10,149,936,n/a
452,9,2022/08/12,78,630,Finance
453,6,2022/09/28,80,282,Technology
454,3,2022/06/19,45,764,n/a
455,9,2022/08/11,61,687,n/a
456,5,2022/06/05,26,72,Consumer Non-Durables
457,5,2021/12/31,120,663,n/a
458,3,2021/12/22,35,544,Finance
459,3,2022/07/07,122,249,Basic Industries
460,2,2022/08/18,31,794,Health Care
461,5,2022/08/27,33,549,Capital Goods
462,2,2021/12/07,57,308,Health Care
463,7,2022/08/06,146,336,Consumer Services
464,5,2022/01/24,9,297,Public Utilities
465,1,2022/05/17,56,418,Finance
466,7,2022/08/12,111,31,Finance
467,1,2022/02/02,64,683,Consumer Non-Durables
468,1,2022/06/01,34,844,Consumer Durables
469,1,2021/11/20,140,941,Health Care
470,7,2021/11/03,97,422,Basic Industries
471,7,2021/11/06,122,543,n/a
472,5,2022/07/16,77,752,Consumer Services
473,8,2021/12/24,147,498,Public Utilities
474,4,2021/12/07,55,614,Health Care
475,7,2022/07/27,16,67,Finance
476,7,2022/05/26,67,82,Energy
477,4,2022/09/07,18,514,Miscellaneous
478,2,2022/06/14,90,433,n/a
479,9,2022/10/12,59,886,Consumer Services
480,7,2022/07/12,146,528,n/a
481,3,2022/01/10,143,282,Finance
482,5,2021/12/17,109,465,Basic Industries
483,1,2022/09/29,51,747,n/a
484,1,2021/10/25,24,612,Health Care
485,5,2022/07/03,87,902,Health Care
486,4,2022/09/02,41,79,Public Utilities
487,4,2022/06/30,50,892,Consumer Services
488,1,2022/09/17,23,569,n/a
489,1,2022/01/25,127,265,Finance
490,9,2022/08/25,23,898,Basic Industries
491,7,2022/04/04,19,383,Technology
492,9,2021/12/16,113,319,Consumer Durables
493,3,2022/06/03,106,273,Consumer Services
494,1,2022/07/08,95,244,Consumer Non-Durables
495,3,2022/03/07,54,509,Public Utilities
496,7,2021/12/29,67,72,Health Care
497,1,2022/01/04,77,432,Miscellaneous
498,9,2022/02/02,121,733,Basic Industries
499,4,2022/01/26,11,484,Finance
500,10,2022/04/02,10,421,n/a
501,6,2022/01/26,104,102,Consumer Services
502,9,2022/02/20,113,625,n/a
503,4,2022/06/14,85,428,n/a
504,8,2022/06/21,59,279,n/a
505,2,2022/04/18,82,872,Basic Industries
506,3,2021/11/15,92,905,Finance
507,7,2022/07/07,75,642,n/a
508,7,2022/07/31,16,842,Finance
509,5,2022/01/15,112,965,Technology
510,4,2022/05/21,148,724,Capital Goods
511,10,2022/03/01,8,610,Consumer Non-Durables
512,4,2022/09/22,39,106,Finance
513,4,2022/05/01,17,439,Technology
514,6,2022/02/03,88,881,n/a
515,7,2022/07/11,111,281,n/a
516,9,2022/08/29,4,671,Miscellaneous
517,10,2021/10/21,82,649,Finance
518,3,2022/04/14,140,895,n/a
519,3,2022/06/06,127,688,Health Care
520,2,2022/01/01,73,154,n/a
521,5,2022/01/10,41,513,n/a
522,8,2022/02/18,142,782,n/a
523,9,2022/09/28,150,675,Transportation
524,6,2022/08/10,65,86,Energy
525,4,2022/09/06,66,337,n/a
526,3,2021/10/20,103,291,n/a
527,10,2022/04/23,56,146,Consumer Non-Durables
528,3,2022/02/20,51,423,Miscellaneous
529,6,2022/04/19,147,582,Technology
530,5,2022/05/14,60,484,Public Utilities
531,9,2022/02/19,134,149,Public Utilities
532,10,2022/06/15,41,957,n/a
533,3,2022/10/09,91,202,Consumer Services
534,1,2022/02/26,10,410,Consumer Durables
535,2,2021/11/17,74,353,Public Utilities
536,4,2022/06/14,103,618,Public Utilities
537,9,2022/05/18,114,200,Consumer Services
538,10,2022/09/14,2,751,n/a
539,9,2022/01/30,93,600,Basic Industries
540,7,2022/06/04,118,530,Consumer Durables
541,7,2022/05/10,30,683,Finance
542,1,2021/12/02,67,993,Technology
543,6,2022/06/28,135,940,Technology
544,2,2022/03/22,60,970,Finance
545,1,2022/06/14,33,68,n/a
546,2,2022/07/17,142,642,Consumer Services
547,7,2022/06/26,22,131,Consumer Non-Durables
548,2,2022/05/12,2,548,Energy
549,7,2021/11/15,92,344,Finance
550,5,2022/03/08,99,48,Technology
551,6,2022/10/10,82,641,Capital Goods
552,1,2022/06/27,117,191,Finance
553,10,2021/11/09,51,115,Finance
554,4,2022/04/05,15,628,Technology
555,7,2022/04/12,46,851,Finance
556,6,2022/06/20,78,551,Technology
557,5,2022/09/05,75,514,Finance
558,3,2022/03/22,123,299,Capital Goods
559,8,2021/11/16,53,485,Basic Industries
560,6,2022/04/29,74,905,Public Utilities
561,1,2022/07/07,34,899,Technology
562,6,2021/12/01,83,107,n/a
563,8,2022/04/10,66,503,Basic Industries
564,7,2022/09/09,130,403,Consumer Non-Durables
565,4,2022/07/19,120,958,n/a
566,10,2022/04/09,49,632,Basic Industries
567,9,2022/08/22,42,545,Finance
568,1,2022/06/15,105,315,Finance
569,6,2022/08/07,16,158,n/a
570,4,2022/05/18,145,2,n/a
571,8,2022/07/17,58,824,Consumer Services
572,2,2022/06/24,100,673,Technology
573,3,2022/06/11,113,774,Finance
574,5,2022/07/27,46,865,Capital Goods
575,9,2022/08/08,105,763,Consumer Services
576,6,2022/04/25,41,712,Technology
577,4,2022/09/03,147,355,Technology
578,6,2021/12/01,107,62,Finance
579,7,2022/09/15,24,238,Basic Industries
580,5,2022/01/23,120,553,Capital Goods
581,7,2022/04/20,122,49,Public Utilities
582,5,2022/01/24,110,743,Energy
583,10,2022/03/16,97,896,n/a
584,4,2022/06/02,120,803,Consumer Durables
585,4,2021/11/21,18,492,Technology
586,8,2022/01/01,77,267,Energy
587,8,2022/06/21,78,635,Transportation
588,6,2022/08/03,113,993,Technology
589,4,2022/02/01,144,289,Public Utilities
590,8,2022/02/20,144,763,Finance
591,7,2022/01/19,149,443,Consumer Services
592,3,2022/04/03,138,523,Finance
593,3,2022/06/26,133,512,Consumer Services
594,9,2021/12/20,142,148,Health Care
595,5,2022/05/02,20,572,n/a
596,5,2021/12/14,57,134,Energy
597,2,2022/01/05,38,265,n/a
598,4,2022/01/16,21,984,n/a
599,5,2022/06/15,62,369,Consumer Services
600,3,2022/06/01,83,265,n/a
601,1,2022/06/03,94,477,Public Utilities
602,9,2022/07/25,72,670,Technology
603,1,2022/01/26,10,28,Basic Industries
604,5,2022/04/22,100,870,Consumer Durables
605,4,2022/03/22,113,281,Consumer Durables
606,1,2022/05/04,38,445,Finance
607,6,2022/03/22,28,698,Energy
608,8,2022/06/26,14,287,Health Care
609,5,2022/03/13,25,31,n/a
610,1,2022/02/07,49,743,n/a
611,6,2022/03/17,148,210,Consumer Services
612,9,2022/01/15,65,200,Consumer Services
613,7,2022/02/05,106,450,Health Care
614,5,2022/06/30,58,22,Technology
615,7,2022/02/20,34,477,Basic Industries
616,3,2021/12/04,115,478,Capital Goods
617,3,2022/09/28,81,645,Health Care
618,8,2022/03/10,70,405,n/a
619,10,2022/07/03,88,166,Health Care
620,4,2022/05/21,86,616,Consumer Services
621,10,2021/10/22,37,691,n/a
622,2,2022/08/19,16,314,Public Utilities
623,1,2021/12/23,102,679,Technology
624,4,2022/02/03,52,964,n/a
625,2,2022/01/13,97,458,Finance
626,4,2022/01/15,6,463,Energy
627,2,2021/11/23,70,564,Consumer Non-Durables
628,10,2021/12/31,36,349,Consumer Services
629,4,2022/03/21,21,891,n/a
630,8,2022/09/06,113,436,Health Care
631,6,2021/11/10,118,543,n/a
632,10,2022/09/23,48,319,n/a
633,5,2022/09/07,91,811,Capital Goods
634,10,2022/04/17,87,437,Basic Industries
635,3,2022/01/03,23,457,n/a
636,5,2021/10/19,89,372,Health Care
637,3,2022/08/07,2,133,Technology
638,4,2022/05/06,7,307,n/a
639,4,2022/09/06,126,816,Energy
640,4,2021/12/08,117,84,Consumer Services
641,10,2022/02/11,64,149,Technology
642,7,2022/05/31,102,646,n/a
643,5,2021/11/22,109,342,Consumer Non-Durables
644,6,2021/12/30,89,467,Finance
645,9,2021/10/29,91,479,Health Care
646,4,2022/02/14,149,757,Public Utilities
647,7,2022/05/28,148,241,n/a
648,2,2022/06/07,96,273,Finance
649,8,2022/07/14,15,765,Finance
650,7,2022/10/09,52,683,Health Care
651,5,2022/08/29,21,120,Technology
652,5,2022/06/18,88,556,Transportation
653,3,2022/01/13,13,397,Finance
654,7,2022/06/01,150,135,Public Utilities
655,10,2022/09/22,5,158,Finance
656,3,2021/11/27,144,823,n/a
657,9,2021/11/22,111,194,n/a
658,1,2022/07/24,104,386,Public Utilities
659,4,2022/07/29,63,101,Consumer Non-Durables
660,4,2021/11/17,41,622,Finance
661,6,2022/08/07,97,63,Capital Goods
662,4,2021/10/18,90,444,n/a
663,6,2022/04/07,67,555,Technology
664,1,2022/09/04,120,739,Miscellaneous
665,4,2021/11/26,35,455,Technology
666,7,2022/08/07,1,708,Basic Industries
667,1,2021/12/17,46,530,n/a
668,9,2022/09/29,88,874,Capital Goods
669,10,2022/02/03,114,969,Finance
670,6,2022/06/28,145,254,n/a
671,5,2021/11/20,148,250,Consumer Non-Durables
672,9,2022/09/03,42,732,Finance
673,9,2021/11/11,111,175,Health Care
674,4,2022/05/01,106,504,n/a
675,5,2022/08/15,110,421,Consumer Non-Durables
676,3,2022/05/19,127,294,Public Utilities
677,6,2022/03/04,83,930,Consumer Services
678,4,2022/10/16,49,159,Basic Industries
679,4,2022/04/26,37,194,Basic Industries
680,6,2022/03/20,131,574,n/a
681,1,2022/04/06,6,880,Technology
682,9,2022/05/31,66,836,Consumer Services
