id,grade,date,teacher_id,student_id,lesson
181,10,2022/10/02,64,945,Miscellaneous
182,6,2022/02/19,5,384,n/a
183,8,2022/06/26,22,533,Finance
184,4,2022/01/01,29,87,Finance
185,1,2022/05/14,148,739,Technology
186,7,2022/04/08,3,887,Consumer Services
187,3,2021/10/22,3,97,n/a
188,9,2022/05/25,86,589,Health Care
189,10,2022/08/27,4,674,Finance
190,4,2022/03/26,60,820,Finance
191,9,2022/04/09,140,222,n/a
192,1,2022/03/22,73,569,n/a
193,1,2021/12/14,31,534,n/a
194,9,2022/03/06,122,539,Health Care
195,2,2022/03/18,71,512,Transportation
196,6,2022/09/22,6,605,Consumer Non-Durables
197,1,2021/10/18,90,926,n/a
198,5,2022/03/05,121,328,Finance
199,4,2022/08/10,36,484,Consumer Durables
200,9,2022/09/12,89,244,Consumer Services
201,3,2022/07/13,7,933,Miscellaneous
202,8,2021/11/03,36,931,Miscellaneous
203,8,2021/12/26,138,490,Finance
204,6,2022/05/21,45,278,Finance
205,4,2022/08/25,51,560,n/a
206,8,2022/01/09,143,49,Energy
207,8,2022/06/27,139,506,Finance
208,7,2022/08/17,97,219,Miscellaneous
209,1,2022/03/21,82,537,Transportation
210,6,2022/06/21,101,240,Consumer Services
211,8,2021/11/09,142,643,Health Care
212,1,2021/10/18,34,190,Finance
213,8,2022/02/06,110,241,Technology
214,6,2022/01/16,115,725,Technology
215,10,2022/09/25,118,939,Technology
216,1,2022/09/30,72,792,Technology
217,5,2022/09/22,72,902,Public Utilities
218,10,2022/08/14,81,766,Finance
219,8,2022/02/06,4,124,Finance
220,8,2022/09/13,28,1000,Finance
221,6,2022/03/18,95,687,Miscellaneous
222,8,2022/05/29,4,96,Finance
223,3,2022/09/26,48,332,Health Care
224,7,2021/12/25,137,985,Consumer Services
225,4,2022/03/04,36,703,Consumer Services
226,9,2022/05/15,149,270,Health Care
227,9,2022/10/13,71,806,n/a
228,1,2021/12/24,31,314,n/a
229,5,2022/10/12,124,733,n/a
230,9,2021/12/22,58,7,Capital Goods
231,2,2022/07/25,125,618,Technology
232,2,2022/04/22,19,453,Finance
233,7,2022/05/27,136,69,Consumer Services
234,8,2022/07/18,148,111,Finance
235,10,2022/09/02,41,813,Health Care
236,7,2022/02/24,94,510,Health Care
237,8,2022/02/25,101,900,Finance
238,2,2022/07/26,52,645,n/a
239,10,2021/10/19,19,157,n/a
240,6,2022/09/15,22,936,n/a
241,10,2022/08/21,40,144,n/a
242,1,2021/10/21,37,41,n/a
243,6,2021/10/21,85,923,Finance
244,3,2022/01/18,122,779,Technology
245,1,2022/01/29,52,356,Public Utilities
246,1,2022/08/28,146,232,Technology
247,3,2022/05/15,127,761,Health Care
248,5,2022/07/24,11,701,Energy
249,1,2022/03/18,148,756,n/a
250,10,2022/01/09,80,307,n/a
251,7,2022/09/22,114,625,Basic Industries
252,9,2022/09/29,133,503,Energy
253,3,2022/06/03,122,853,Public Utilities
254,9,2022/05/10,44,513,Health Care
255,1,2021/12/02,115,244,Public Utilities
256,4,2022/04/10,58,532,Capital Goods
257,2,2022/04/29,102,7,Capital Goods
258,1,2022/04/11,100,39,n/a
259,9,2022/06/26,21,727,Basic Industries
260,6,2022/10/08,1,661,n/a
261,2,2022/02/28,76,401,Capital Goods
262,5,2021/11/03,109,8,Consumer Services
263,3,2021/12/18,62,844,Technology
264,1,2021/11/07,103,864,Public Utilities
265,1,2022/10/08,119,828,Public Utilities
266,10,2022/08/21,130,224,Basic Industries
267,3,2022/09/12,50,687,n/a
268,10,2022/01/27,76,179,Health Care
269,4,2022/02/20,146,122,Consumer Non-Durables
270,3,2022/03/12,49,85,Finance
271,4,2021/12/19,54,25,n/a
272,7,2022/03/04,96,425,Consumer Non-Durables
273,6,2022/07/05,143,991,Basic Industries
274,6,2022/03/01,91,865,Technology
275,1,2022/09/09,56,415,Energy
276,6,2022/03/14,91,522,Health Care
277,2,2022/03/06,134,330,Consumer Services
278,5,2021/11/25,4,272,Consumer Durables
279,1,2022/04/30,86,93,n/a
280,2,2022/03/10,50,928,Health Care
281,2,2022/05/30,82,764,Technology
282,8,2022/07/23,67,612,Finance
283,5,2022/03/25,93,290,Consumer Services
284,6,2021/12/13,86,463,Technology
285,7,2022/10/12,86,13,n/a
286,9,2022/04/13,112,505,n/a
287,5,2022/04/25,114,598,n/a
288,3,2022/05/19,86,352,Transportation
289,5,2021/12/02,17,559,Transportation
290,10,2022/07/08,104,888,Health Care
291,5,2022/09/15,13,891,n/a
292,8,2022/01/03,113,468,Consumer Services
293,3,2022/08/03,80,137,n/a
294,3,2022/09/14,99,776,Finance
295,10,2021/11/09,45,470,Consumer Non-Durables
296,8,2022/07/09,128,479,Consumer Services
297,10,2022/05/23,40,374,Energy
298,8,2021/11/23,32,954,Technology
299,1,2022/08/28,139,204,Energy
300,2,2022/01/30,5,814,Transportation
301,3,2022/08/10,93,634,Basic Industries
302,7,2022/06/11,110,695,Finance
303,2,2022/04/04,47,300,n/a
304,9,2022/05/24,132,839,Health Care
305,2,2022/07/18,21,684,Public Utilities
306,6,2022/07/30,6,202,Finance
307,6,2022/05/01,104,775,n/a
308,4,2022/04/13,118,22,n/a
309,3,2021/10/23,39,490,Health Care
310,1,2021/12/18,129,508,Transportation
311,8,2022/02/04,122,359,n/a
312,3,2022/02/10,23,77,Consumer Non-Durables
313,7,2022/07/30,112,813,n/a
314,5,2022/01/01,124,688,Capital Goods
315,6,2022/01/23,32,758,Basic Industries
316,8,2022/03/09,43,524,n/a
317,8,2022/07/09,68,120,Finance
318,5,2022/08/05,13,624,Finance
319,10,2022/01/18,86,185,Health Care
320,3,2022/06/14,16,85,n/a
321,3,2021/12/30,136,64,Energy
322,10,2022/01/21,112,857,Miscellaneous
323,3,2022/08/18,22,236,Technology
324,5,2022/08/15,14,545,Capital Goods
325,10,2022/02/10,54,981,Technology
326,5,2022/06/27,58,496,n/a
327,7,2022/06/11,72,363,Consumer Services
328,3,2021/10/20,95,872,Consumer Services
329,4,2022/08/10,96,15,Energy
330,2,2022/02/23,69,898,Consumer Services
331,9,2021/10/19,14,827,Consumer Services
332,7,2022/09/22,21,707,Health Care
333,9,2022/02/06,118,731,Finance
334,9,2022/09/02,130,138,Technology
335,4,2022/10/13,43,759,Basic Industries
336,7,2021/11/17,3,904,Miscellaneous
337,1,2022/02/21,20,199,n/a
338,2,2022/03/29,15,710,Finance
339,6,2022/02/20,62,758,Consumer Durables
340,6,2022/04/10,124,21,Technology
341,10,2022/04/25,102,761,Health Care
342,5,2022/04/25,29,447,Technology
343,5,2022/01/04,47,636,Finance
344,3,2021/11/26,116,526,Health Care
345,2,2022/07/17,31,923,Finance
346,5,2022/02/06,20,748,Health Care
347,6,2022/08/08,36,806,Health Care
348,7,2022/04/26,30,800,Consumer Services
349,2,2022/04/14,107,335,Finance
350,10,2021/12/07,118,909,n/a
351,7,2022/01/19,32,137,n/a
352,2,2021/10/25,122,492,Health Care
353,1,2021/12/29,40,909,Energy
354,4,2022/03/05,94,285,Consumer Services
355,9,2022/02/03,89,840,Technology
356,1,2022/05/23,150,30,Finance
357,4,2022/09/09,5,801,Basic Industries
358,9,2022/05/31,58,642,Technology
359,2,2022/06/20,95,451,Technology
360,7,2021/12/22,150,960,Finance
361,6,2022/04/17,47,723,Energy
362,3,2021/11/14,48,823,Consumer Services
363,3,2022/04/29,61,160,Basic Industries
364,7,2022/05/07,7,937,n/a
365,6,2021/11/17,106,284,n/a
366,2,2022/06/20,143,956,Consumer Non-Durables
367,9,2021/12/15,49,668,Capital Goods
368,9,2022/05/07,41,715,Health Care
369,5,2022/02/26,139,957,Health Care
370,3,2022/09/29,45,81,Finance
371,8,2022/09/04,93,899,Basic Industries
372,1,2022/08/03,46,653,Miscellaneous
373,8,2021/12/20,20,174,Basic Industries
374,1,2022/02/21,134,430,Technology
375,10,2022/08/20,105,334,Technology
376,4,2022/01/11,26,565,n/a
377,6,2022/04/04,127,739,Finance
378,1,2021/11/05,130,331,Capital Goods
379,2,2022/06/19,56,326,Consumer Services
380,9,2022/05/27,105,769,Finance
381,4,2022/08/03,134,81,Energy
382,3,2022/06/23,106,943,n/a
383,10,2022/05/30,54,588,Consumer Services
384,7,2022/03/05,6,485,Health Care
385,10,2022/04/01,123,370,n/a
386,7,2021/11/10,33,99,n/a
387,10,2022/06/11,140,445,Health Care
388,4,2022/08/08,120,469,Miscellaneous
389,1,2022/09/04,94,267,Consumer Services
390,5,2022/05/04,102,712,Technology
391,7,2022/05/22,129,871,Technology
392,2,2021/11/05,17,760,Public Utilities
393,7,2022/02/27,5,221,n/a
394,4,2022/04/22,87,37,Health Care
395,5,2022/03/11,2,287,Health Care
396,2,2022/04/20,25,987,Energy
397,8,2022/01/16,77,176,Public Utilities
398,4,2021/11/17,12,791,Miscellaneous
399,1,2021/12/12,135,560,Consumer Durables
400,8,2022/07/22,112,225,Finance
401,3,2022/01/27,106,245,Finance
402,7,2022/06/03,81,13,Health Care
403,10,2022/02/12,89,549,n/a
404,3,2022/04/12,29,347,Public Utilities
405,4,2022/01/21,6,531,Finance
406,7,2022/07/25,34,977,Finance
407,3,2022/02/09,119,901,Consumer Services
408,9,2022/01/04,125,289,Finance
409,8,2022/03/25,29,450,Capital Goods
410,2,2022/05/25,101,680,Finance
411,5,2022/09/30,17,426,n/a
412,9,2022/07/17,15,143,Technology
413,5,2021/11/07,62,503,Finance
414,2,2022/08/16,123,220,Technology
415,8,2022/08/11,105,620,Basic Industries
416,7,2022/08/26,84,936,Consumer Services
417,5,2022/03/07,128,348,Consumer Non-Durables
418,1,2022/08/21,138,568,n/a
419,5,2021/12/15,119,325,Finance
420,5,2021/12/24,22,639,Health Care
421,7,2022/05/18,21,660,n/a
422,6,2021/12/19,150,153,Miscellaneous
423,10,2022/07/08,38,685,Energy
424,9,2021/11/21,52,546,n/a
425,4,2022/07/08,55,641,Public Utilities
426,5,2022/04/10,132,795,Finance
427,10,2022/01/30,86,868,Capital Goods
428,7,2022/05/27,100,247,Basic Industries
429,3,2022/07/01,75,983,Finance
430,3,2022/01/24,86,78,n/a
431,9,2022/02/04,47,659,n/a
432,10,2021/12/24,144,108,Capital Goods
433,8,2021/11/19,140,909,Finance
434,7,2022/05/13,113,498,Health Care
435,1,2022/02/09,84,789,Finance
436,4,2021/10/21,10,163,n/a
437,8,2022/01/02,50,946,n/a
438,7,2022/04/21,77,242,n/a
439,2,2022/02/01,40,775,Energy
440,9,2021/11/22,77,859,n/a
441,6,2022/06/02,98,514,Technology
442,7,2022/10/09,135,887,Health Care
443,5,2022/03/19,103,497,Technology
444,4,2021/11/27,22,146,Consumer Services
445,1,2022/03/14,39,304,Finance
446,6,2022/01/21,113,453,Transportation
447,10,2022/10/02,86,434,Consumer Durables
448,7,2022/02/26,76,836,Health Care
449,6,2022/03/23,43,76,Health Care
450,9,2022/02/11,109,554,Consumer Durables
451,5,2022/07/14,35,427,Consumer Non-Durables
452,8,2022/02/11,60,462,n/a
453,7,2022/01/28,141,66,n/a
454,8,2022/06/20,125,264,Energy
455,7,2022/06/03,115,891,Energy
456,7,2022/01/26,42,236,Finance
457,5,2022/03/13,82,305,n/a
458,10,2022/06/18,15,15,Technology
459,9,2021/12/05,56,496,n/a
460,6,2022/08/30,32,947,Public Utilities
461,1,2022/07/30,146,647,Basic Industries
462,1,2022/04/12,107,291,Consumer Durables
463,5,2022/06/22,1,779,Consumer Non-Durables
464,10,2022/01/23,78,295,Consumer Services
465,8,2021/12/23,141,726,Basic Industries
466,1,2022/07/04,68,137,n/a
467,3,2022/02/14,112,31,Technology
468,7,2022/04/28,142,677,Capital Goods
469,2,2022/07/10,107,207,Capital Goods
470,4,2022/05/15,110,551,Consumer Services
471,9,2021/10/18,128,34,Public Utilities
472,7,2021/12/16,74,376,Consumer Non-Durables
473,3,2022/10/13,122,948,n/a
474,4,2022/08/03,93,991,Finance
475,6,2021/11/03,128,876,Technology
476,7,2022/03/19,121,353,Finance
477,4,2022/03/19,69,268,Finance
478,3,2022/01/13,138,509,n/a
479,2,2022/02/10,30,919,Health Care
480,9,2022/04/18,38,829,Consumer Services
481,1,2022/08/29,95,835,Consumer Services
482,2,2022/07/11,146,523,Consumer Non-Durables
483,10,2022/07/25,48,147,Public Utilities
484,5,2022/09/06,50,691,Finance
485,7,2021/11/23,142,467,Basic Industries
486,5,2022/02/12,79,462,Consumer Services
487,3,2022/06/26,93,521,n/a
488,9,2022/10/14,131,977,Transportation
489,4,2022/08/07,95,998,n/a
490,5,2022/06/24,69,941,Technology
491,6,2022/01/22,23,154,Consumer Services
492,10,2022/08/14,119,627,Technology
493,2,2022/06/28,76,979,Health Care
494,6,2021/10/24,79,302,Consumer Durables
495,1,2022/10/03,48,590,n/a
496,4,2022/03/11,127,404,Consumer Services
497,2,2022/08/31,6,27,n/a
498,1,2022/07/22,56,338,Finance
499,8,2022/05/31,82,281,Consumer Durables
500,7,2021/11/02,77,252,n/a
501,1,2021/12/06,82,710,Consumer Services
502,8,2022/03/06,40,630,Public Utilities
503,2,2022/03/11,31,938,n/a
504,2,2022/09/01,137,680,Public Utilities
505,2,2022/06/17,58,451,Consumer Non-Durables
506,6,2021/10/21,67,198,Health Care
507,6,2022/02/17,118,324,Technology
508,4,2022/06/22,132,594,n/a
509,1,2022/06/17,129,117,Consumer Services
510,2,2022/01/16,139,435,Finance
511,1,2022/09/29,42,189,Finance
512,9,2022/03/10,73,932,n/a
513,3,2022/02/26,42,153,n/a
514,4,2022/08/17,47,449,n/a
515,10,2022/08/23,91,23,n/a
516,7,2021/12/21,83,402,Health Care
517,2,2022/08/04,111,701,Miscellaneous
518,4,2021/11/15,59,816,Transportation
519,10,2022/07/15,101,217,Consumer Durables
520,5,2022/03/12,51,549,n/a
521,9,2022/02/24,34,498,Finance
522,4,2022/07/12,144,409,Technology
523,5,2021/12/08,82,213,n/a
524,1,2022/02/10,45,819,Consumer Services
525,3,2022/09/14,3,886,Consumer Services
526,8,2022/02/06,43,721,Finance
527,7,2022/02/05,135,243,Basic Industries
528,4,2022/02/19,29,186,Technology
529,8,2022/07/03,53,416,Health Care
530,7,2022/06/22,145,980,Basic Industries
531,4,2022/08/31,47,365,Capital Goods
532,3,2022/01/04,105,207,Health Care
533,9,2022/10/11,24,297,Consumer Services
534,6,2022/06/29,24,416,Basic Industries
535,9,2022/06/01,120,386,Consumer Services
536,8,2022/07/07,74,347,Consumer Durables
537,9,2021/12/07,36,95,n/a
538,3,2022/08/20,119,290,Finance
539,10,2022/05/09,112,383,Consumer Services
540,10,2022/09/12,66,637,Consumer Durables
541,8,2022/01/08,37,473,Technology
542,8,2022/03/27,81,65,Consumer Services
543,5,2021/12/24,88,975,Technology
544,7,2022/08/28,105,813,Public Utilities
545,7,2022/05/20,106,149,Finance
546,1,2021/12/06,84,83,Miscellaneous
547,1,2022/08/28,87,897,n/a
548,1,2022/02/02,139,966,n/a
549,8,2022/07/10,18,581,n/a
550,8,2022/07/20,4,73,Health Care
551,6,2022/01/17,43,202,Consumer Services
552,9,2022/05/30,105,639,n/a
553,3,2021/11/07,70,160,Energy
554,1,2022/03/07,105,219,Health Care
555,4,2022/01/22,23,826,n/a
556,10,2021/11/05,38,493,Consumer Services
557,4,2022/07/17,21,981,n/a
558,2,2022/03/13,96,597,Basic Industries
559,5,2022/07/16,16,157,Consumer Services
560,9,2021/11/01,13,966,n/a
561,9,2022/09/26,22,563,Consumer Non-Durables
562,3,2022/07/27,32,779,Miscellaneous
563,6,2021/11/05,99,101,Health Care
564,3,2021/11/25,99,971,Consumer Durables
565,9,2022/05/12,132,441,Finance
566,6,2022/05/13,43,563,n/a
567,4,2022/08/31,25,610,Basic Industries
568,6,2022/05/27,8,131,Transportation
569,9,2021/12/04,58,879,Health Care
570,1,2022/10/08,47,739,Finance
571,6,2022/08/13,145,800,n/a
572,1,2021/12/02,33,573,Consumer Services
573,2,2022/04/01,31,644,Finance
574,5,2022/08/07,103,523,n/a
575,1,2021/12/02,88,303,Consumer Services
576,3,2021/12/29,15,32,Consumer Durables
577,5,2022/04/19,83,539,Basic Industries
578,9,2022/06/04,45,620,Health Care
579,6,2022/03/27,37,275,Energy
580,2,2022/02/08,53,876,Capital Goods
581,7,2022/03/17,23,175,n/a
582,7,2022/06/16,42,8,n/a
583,10,2022/07/08,12,612,Finance
584,6,2022/05/14,106,501,Energy
585,10,2022/09/24,49,106,n/a
586,6,2022/01/18,76,95,Health Care
587,4,2022/01/04,63,491,Consumer Non-Durables
588,6,2022/06/14,67,42,n/a
589,6,2022/08/15,144,157,Technology
590,10,2022/07/25,56,396,Finance
591,1,2022/01/01,115,239,Public Utilities
592,7,2022/07/07,44,662,Miscellaneous
593,1,2022/03/01,47,755,Finance
594,4,2022/02/07,143,611,Consumer Non-Durables
595,4,2022/07/30,15,410,Health Care
596,1,2022/08/26,77,768,n/a
597,4,2022/09/19,27,403,Capital Goods
598,5,2022/01/14,26,829,Consumer Services
599,7,2022/04/08,36,304,n/a
600,10,2022/02/25,104,23,n/a
601,1,2022/03/31,97,120,Consumer Services
602,6,2022/08/28,137,183,n/a
603,2,2022/05/21,57,155,Health Care
604,3,2022/07/27,44,822,n/a
605,7,2022/05/11,120,21,Consumer Services
606,3,2022/08/08,149,581,Finance
607,7,2021/12/12,105,83,Health Care
608,8,2021/11/10,42,730,Transportation
609,1,2022/09/20,139,319,n/a
610,2,2022/06/11,57,517,Health Care
611,6,2022/07/27,15,798,n/a
612,9,2022/07/05,126,121,n/a
613,3,2022/04/25,110,836,Finance
614,3,2021/12/16,133,928,n/a
615,4,2022/07/19,41,383,n/a
616,9,2022/05/03,5,219,Finance
617,3,2022/09/28,8,466,Health Care
618,5,2022/07/31,45,230,Technology
619,9,2022/04/22,71,692,Capital Goods
620,1,2022/10/14,27,951,Miscellaneous
621,2,2022/04/12,25,448,Basic Industries
622,6,2022/03/24,110,438,Technology
623,8,2022/08/02,44,665,Consumer Services
624,4,2022/10/02,97,590,Consumer Services
625,3,2022/05/07,24,109,n/a
626,4,2022/03/25,120,781,Capital Goods
627,1,2022/02/19,89,8,n/a
628,4,2022/01/16,51,474,Consumer Durables
629,10,2021/11/25,135,96,Consumer Services
630,3,2021/12/07,105,230,Finance
631,5,2021/12/09,29,409,Health Care
632,2,2022/04/28,46,108,Energy
633,5,2021/11/26,68,773,n/a
634,7,2022/02/16,71,69,Health Care
635,8,2021/11/16,118,278,n/a
636,8,2022/03/06,63,303,Miscellaneous
637,7,2022/05/17,85,569,Capital Goods
638,6,2022/04/18,92,574,Health Care
639,2,2022/03/31,86,936,Consumer Services
640,10,2022/10/01,41,336,Public Utilities
641,2,2022/04/16,9,23,Consumer Non-Durables
642,1,2021/12/22,55,481,Finance
643,2,2022/08/05,73,401,Health Care
644,2,2022/02/21,149,629,Basic Industries
645,8,2022/04/20,108,91,Miscellaneous
646,8,2022/07/19,64,83,n/a
647,8,2022/01/13,44,239,n/a
648,1,2022/02/11,11,114,n/a
649,4,2022/04/17,17,920,Consumer Services
650,9,2021/11/10,135,828,n/a
651,10,2022/07/25,30,583,Finance
652,5,2022/06/03,92,13,Energy
653,2,2022/08/26,73,517,Transportation
654,8,2022/09/26,25,139,Consumer Services
655,4,2022/09/29,113,61,Consumer Non-Durables
656,6,2022/07/10,75,815,Finance
657,6,2022/09/15,102,481,Technology
658,10,2022/05/17,131,679,Public Utilities
659,3,2022/07/04,103,582,Finance
660,4,2022/10/09,63,200,Finance
661,2,2021/12/22,130,150,Capital Goods
662,1,2021/12/15,148,928,Consumer Durables
663,3,2022/01/25,95,692,Consumer Services
664,6,2022/01/27,127,38,Transportation
665,3,2022/08/12,89,358,Public Utilities
666,1,2022/06/01,84,819,Consumer Services
667,4,2021/10/27,81,934,Consumer Services
668,7,2022/03/24,64,432,Health Care
669,1,2021/12/15,139,61,n/a
670,6,2021/10/19,28,795,Basic Industries
671,8,2022/01/07,95,741,Consumer Services
672,5,2022/05/27,19,961,n/a
673,6,2022/04/04,101,714,Basic Industries
674,2,2022/06/04,44,246,n/a
675,6,2022/06/02,141,287,Basic Industries
676,1,2022/06/29,87,378,Consumer Services
677,1,2021/10/31,140,444,Finance
678,4,2022/02/03,38,640,Technology
679,2,2022/08/07,112,412,Capital Goods
680,3,2022/09/04,52,959,Consumer Services
681,4,2022/05/19,115,557,n/a
682,4,2022/06/14,48,392,n/a
683,4,2022/09/21,132,569,Technology
